,Marca,Modelo,Descrição,Valor,texto_embedding_melhorado,categoria_identificada
1943,LUEN,PANDEIRO 8 ABS BABY GARRA FIXA LARANJA PLAT ABS PELE CRISTAL 05 AFIN SPLES - BATUKA,PERCURSÃO,34.8,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS BABY GARRA FIXA LARANJA PLAT ABS PELE CRISTAL 05 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
1944,LUEN,PANDEIRO 8 ABS BABY GARRA FIXA PRETO PLAT ABS PELE CRISTAL COLORIDO 05 AFIN SPLES - BATUKA,PERCURSÃO,34.8,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS BABY GARRA FIXA PRETO PLAT ABS PELE CRISTAL COLORIDO 05 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
1945,LUEN,PANDEIRO 8 ABS BABY GARRA FIXA ROSA PLAT ABS PELE CRISTAL 05 AFIN SPLES - BATUKA,PERCURSÃO,34.8,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS BABY GARRA FIXA ROSA PLAT ABS PELE CRISTAL 05 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
1946,LUEN,PANDEIRO 8 ABS BABY GARRA FIXA VERDE PLAT ABS PELE CRISTAL 05 AFIN SPLES - BATUKA,PERCURSÃO,34.8,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS BABY GARRA FIXA VERDE PLAT ABS PELE CRISTAL 05 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
1947,LUEN,PANDEIRO 8 ABS BABY GARRA FIXA VERMELHO PLAT ABS PELE CRISTAL PRATA 05 AFIN SPLES - BATUKA,PERCURSÃO,34.8,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS BABY GARRA FIXA VERMELHO PLAT ABS PELE CRISTAL PRATA 05 AFIN SPLES   BATUKA | DESCRICAO: PERCURSÃO,OUTROS
1948,LUEN,PELE LEITOSA 13 FILME SIMPLES - MARCIAL,PERCURSÃO,35.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LEITOSA 13 FILME SIMPLES   MARCIAL | DESCRICAO: PERCURSÃO,OUTROS
1949,LUEN,PELE ANIMAL 8 COURO - BRASIL,PERCURSÃO,35.56,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE ANIMAL 8 COURO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1950,LUEN,PELE LEITOSA 14 FILME SIMPLES - MARCIAL,PERCURSÃO,35.88,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LEITOSA 14 FILME SIMPLES   MARCIAL | DESCRICAO: PERCURSÃO,OUTROS
1951,LUEN,PELE LDH RESONANT CL 06 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,35.9,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH RESONANT CL 06 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
1952,LUEN,PELE MASTER CONTROL 12 FILME DUPLO - SOB ENCOMENDA,PERCURSÃO,36.19,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE MASTER CONTROL 12 FILME DUPLO   SOB ENCOMENDA | DESCRICAO: PERCURSÃO,OUTROS
1953,LUEN,KIT REFIL 14 CUSTOM PLAY SNARE 320MM - LDH DRUMHEADS,PERCURSÃO,36.51,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: KIT REFIL 14 CUSTOM PLAY SNARE 320MM   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
1954,LUEN,PELE LDH RESONANT CL 08 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,36.79,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH RESONANT CL 08 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
1955,LUEN,BAQUETA 2B PONTA MAD NAT PAR,PERCURSÃO,37.44,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: BAQUETA 2B PONTA MAD NAT PAR | DESCRICAO: PERCURSÃO,OUTROS
1956,LUEN,BAQUETA 5A PONTA MAD NAT PAR,PERCURSÃO,37.44,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: BAQUETA 5A PONTA MAD NAT PAR | DESCRICAO: PERCURSÃO,OUTROS
1957,LUEN,BAQUETA 5B PONTA MAD NAT PAR,PERCURSÃO,37.44,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: BAQUETA 5B PONTA MAD NAT PAR | DESCRICAO: PERCURSÃO,OUTROS
1958,LUEN,BAQUETA 7A PONTA MAD NAT PAR,PERCURSÃO,37.44,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: BAQUETA 7A PONTA MAD NAT PAR | DESCRICAO: PERCURSÃO,OUTROS
1959,LUEN,PELE LEITOSA 20 FILME SIMPLES - BRASIL,PERCURSÃO,37.9,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LEITOSA 20 FILME SIMPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1960,LUEN,PELE DP CLEAR 6 FILME SIMPLES - DUDU PORTES,PERCURSÃO,38.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP CLEAR 6 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
1961,LUEN,TALABARTE COURO SINTETICO 2 GANCHO BRANCO - BRASIL,PERCURSÃO,38.53,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TALABARTE COURO SINTETICO 2 GANCHO BRANCO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1962,LUEN,REFIAL CUSTOM PLAY EFFECT SNARE 12 - LDH DRUMHEADS,PERCURSÃO,38.94,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: REFIAL CUSTOM PLAY EFFECT SNARE 12   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
1963,LUEN,PELE DP DOUBLE LIGHT 6 FILME DUPLO - DUDU PORTES,PERCURSÃO,39.45,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE LIGHT 6 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
1964,LUEN,PELE DP SILENT HEAD 11 MALHA DUPLA - DUDU PORTES,PERCURSÃO,39.64,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP SILENT HEAD 11 MALHA DUPLA   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
1965,LUEN,PELE DP CLEAR 8 FILME SIMPLES - DUDU PORTES,PERCURSÃO,39.73,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP CLEAR 8 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
1966,LUEN,PELE DP SILENT HEAD 12 MALHA DUPLA - DUDU PORTES,PERCURSÃO,39.96,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP SILENT HEAD 12 MALHA DUPLA   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
1967,LUEN,PELE LDH SILENT 12 MALHA DUPLA BLUE - LDH DRUMHEADS,PERCURSÃO,39.98,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH SILENT 12 MALHA DUPLA BLUE   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
1968,LUEN,GANZA SIMPLES 30 CM ALUM PINT ELETRO AZUL - COLORSTEEL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: GANZA SIMPLES 30 CM ALUM PINT ELETRO AZUL   COLORSTEEL | DESCRICAO: PERCURSÃO,OUTROS
1969,LUEN,GANZA SIMPLES 30 CM ALUM PINT ELETRO DOURADO - COLORSTEEL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: GANZA SIMPLES 30 CM ALUM PINT ELETRO DOURADO   COLORSTEEL | DESCRICAO: PERCURSÃO,OUTROS
1970,LUEN,GANZA SIMPLES 30 CM ALUM PINT ELETRO PRETO - COLORSTEEL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: GANZA SIMPLES 30 CM ALUM PINT ELETRO PRETO   COLORSTEEL | DESCRICAO: PERCURSÃO,OUTROS
1971,LUEN,GANZA SIMPLES 30 CM ALUM PINT ELETRO VERDE - COLORSTEEL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: GANZA SIMPLES 30 CM ALUM PINT ELETRO VERDE   COLORSTEEL | DESCRICAO: PERCURSÃO,OUTROS
1972,LUEN,GANZA SIMPLES 30 CM ALUM PINT ELETRO VERMELHO - COLORSTEEL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: GANZA SIMPLES 30 CM ALUM PINT ELETRO VERMELHO   COLORSTEEL | DESCRICAO: PERCURSÃO,OUTROS
1973,LUEN,GANZA SIMPLES 30 CM ALUM POLIDO - BRASIL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: GANZA SIMPLES 30 CM ALUM POLIDO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1974,LUEN,PANDEIRO 8 ABS JUNIOR GARRA FIXA AMARELO PLAT INOX PELE CRISTAL 05 AFIN SPLES - BRASIL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUNIOR GARRA FIXA AMARELO PLAT INOX PELE CRISTAL 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1975,LUEN,PANDEIRO 8 ABS JUNIOR GARRA FIXA AZUL PLAT INOX PELE CRISTAL 05 AFIN SPLES - BRASIL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUNIOR GARRA FIXA AZUL PLAT INOX PELE CRISTAL 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1976,LUEN,PANDEIRO 8 ABS JUNIOR GARRA FIXA BRANCO PLAT INOX PELE CRISTAL 05 AFIN SPLES - BRASIL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUNIOR GARRA FIXA BRANCO PLAT INOX PELE CRISTAL 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1977,LUEN,PANDEIRO 8 ABS JUNIOR GARRA FIXA LARANJA PLAT INOX PELE CRISTAL 05 AFIN SPLES - BRASIL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUNIOR GARRA FIXA LARANJA PLAT INOX PELE CRISTAL 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1978,LUEN,PANDEIRO 8 ABS JUNIOR GARRA FIXA PRETO PLAT INOX PELE CRISTAL 05 AFIN SPLES - BRASIL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUNIOR GARRA FIXA PRETO PLAT INOX PELE CRISTAL 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1979,LUEN,PANDEIRO 8 ABS JUNIOR GARRA FIXA ROSA PLAT INOX PELE CRISTAL 05 AFIN SPLES - BRASIL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUNIOR GARRA FIXA ROSA PLAT INOX PELE CRISTAL 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1980,LUEN,PANDEIRO 8 ABS JUNIOR GARRA FIXA VERDE PLAT INOX PELE CRISTAL 05 AFIN SPLES - BRASIL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUNIOR GARRA FIXA VERDE PLAT INOX PELE CRISTAL 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1981,LUEN,PANDEIRO 8 ABS JUNIOR GARRA FIXA VERMELHO PLAT INOX PELE CRISTAL 05 AFIN SPLES - BRASIL,PERCURSÃO,40.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS JUNIOR GARRA FIXA VERMELHO PLAT INOX PELE CRISTAL 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1982,LUEN,PELE HOLOGRAFICA JESUS 10 AZUL,PERCURSÃO,40.12,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE HOLOGRAFICA JESUS 10 AZUL | DESCRICAO: PERCURSÃO,OUTROS
1983,LUEN,PELE HOLOGRAFICA JESUS 10 VERDE,PERCURSÃO,40.12,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE HOLOGRAFICA JESUS 10 VERDE | DESCRICAO: PERCURSÃO,OUTROS
1984,LUEN,PELE HOLOGRAFICA JESUS 10 VERMELHA,PERCURSÃO,40.12,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE HOLOGRAFICA JESUS 10 VERMELHA | DESCRICAO: PERCURSÃO,OUTROS
1985,LUEN,PELE LDH RESONANT CL 10 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,40.16,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH RESONANT CL 10 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
1986,LUEN,PANDEIRO 8 ABS GARRA FIXA AMARELO ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES - BRASIL,PERCURSÃO,40.21,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA AMARELO ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1987,LUEN,PANDEIRO 8 ABS GARRA FIXA AZUL ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES - BRASIL,PERCURSÃO,40.21,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA AZUL ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1988,LUEN,PANDEIRO 8 ABS GARRA FIXA PRETO ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES - BRASIL,PERCURSÃO,40.21,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA PRETO ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1989,LUEN,PANDEIRO 8 ABS GARRA FIXA ROSA ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES - BRASIL,PERCURSÃO,40.21,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA ROSA ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1990,LUEN,PANDEIRO 8 ABS GARRA FIXA VERDE ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES - BRASIL,PERCURSÃO,40.21,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA VERDE ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1991,LUEN,PANDEIRO 8 ABS GARRA FIXA VERMELHO ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES - BRASIL,PERCURSÃO,40.21,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PANDEIRO 8 ABS GARRA FIXA VERMELHO ARO E PLAT INOX PELE LEITOSA 05 AFIN SPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1992,LUEN,TAMBORIM 6 ABS AMARELO ARO INOX CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,40.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS AMARELO ARO INOX CROM PELE LEITOSA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1993,LUEN,TAMBORIM 6 ABS AZUL ARO INOX CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,40.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS AZUL ARO INOX CROM PELE LEITOSA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1994,LUEN,TAMBORIM 6 ABS BRANCO ARO INOX CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,40.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS BRANCO ARO INOX CROM PELE LEITOSA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1995,LUEN,TAMBORIM 6 ABS PRETO ARO INOX CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,40.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS PRETO ARO INOX CROM PELE LEITOSA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1996,LUEN,TAMBORIM 6 ABS ROSA ARO INOX CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,40.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS ROSA ARO INOX CROM PELE LEITOSA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1997,LUEN,TAMBORIM 6 ABS VERDE ARO INOX CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,40.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS VERDE ARO INOX CROM PELE LEITOSA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1998,LUEN,TAMBORIM 6 ABS VERMELHO ARO INOX CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,40.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS VERMELHO ARO INOX CROM PELE LEITOSA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
1999,LUEN,PELE ANIMAL 10 COURO - BRASIL,PERCURSÃO,40.74,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE ANIMAL 10 COURO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2000,LUEN,PELE LEITOSA 22 FILME SIMPLES - BRASIL,PERCURSÃO,41.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LEITOSA 22 FILME SIMPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2001,LUEN,REFIAL CUSTOM PLAY EFFECT SNARE 13 - LDH DRUMHEADS,PERCURSÃO,41.7,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: REFIAL CUSTOM PLAY EFFECT SNARE 13   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2002,LUEN,RECO RECO MADEIRA - BRASIL,PERCURSÃO,42.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: RECO RECO MADEIRA   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2003,LUEN,RECO RECO POP ALUM 2 MOLAS - BRASIL,PERCURSÃO,42.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: RECO RECO POP ALUM 2 MOLAS   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2004,LUEN,PELE DP DOUBLE LIGHT 8 FILME DUPLO - DUDU PORTES,PERCURSÃO,42.29,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE LIGHT 8 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2005,LUEN,PELE LDH SILENT 12 MALHA DUPLA RED - LDH DRUMHEADS,PERCURSÃO,42.35,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH SILENT 12 MALHA DUPLA RED   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2006,LUEN,PELE DP DOUBLE CLEAR 6 FILME DUPLO - DUDU PORTES,PERCURSÃO,42.7,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE CLEAR 6 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2007,LUEN,PELE KORINO 18  PRETA - BRASIL,PERCURSÃO,42.75,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE KORINO 18  PRETA   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2008,LUEN,BAQUETA PARA TAMBORIM TRIPLA PP DUZIA,PERCURSÃO,42.99,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: BAQUETA PARA TAMBORIM TRIPLA PP DUZIA | DESCRICAO: PERCURSÃO,OUTROS
2009,LUEN,PELE DP CLEAR 10 FILME SIMPLES - DUDU PORTES,PERCURSÃO,43.37,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP CLEAR 10 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2010,LUEN,PELE LDH SILENT 13 MALHA DUPLA BLUE - LDH DRUMHEADS,PERCURSÃO,43.98,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH SILENT 13 MALHA DUPLA BLUE   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2011,LUEN,TALABARTE COURO SINTETICO CINTURA BRANCO - BRASIL,PERCURSÃO,44.17,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TALABARTE COURO SINTETICO CINTURA BRANCO   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2012,LUEN,PELE DP COATED 6 FILME SIMPLES - DUDU PORTES,PERCURSÃO,44.47,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP COATED 6 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2013,LUEN,PELE LEITOSA 24 FILME SIMPLES - BRASIL,PERCURSÃO,44.5,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LEITOSA 24 FILME SIMPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2014,LUEN,PELE MASTER PREMIUM 10 FILME SIMPLES - GUETTO,PERCURSÃO,44.5,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE MASTER PREMIUM 10 FILME SIMPLES   GUETTO | DESCRICAO: PERCURSÃO,OUTROS
2015,LUEN,PELE MASTER SPARKLE 10 FILME SIMPLES - BRASIL,PERCURSÃO,44.63,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE MASTER SPARKLE 10 FILME SIMPLES   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2016,LUEN,PAD CUSTOM PLAY EFFECT SNARE 14 - LDH DRUMHEADS,PERCURSÃO,44.69,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PAD CUSTOM PLAY EFFECT SNARE 14   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2017,LUEN,PELE LDH RESONANT CL 12 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,44.84,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH RESONANT CL 12 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2018,LUEN,PELE DP BRIGHT COATED 6 FILME SIMPLES - DUDU PORTES,PERCURSÃO,44.98,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP BRIGHT COATED 6 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2019,LUEN,TAMBORIM 6 ABS AMARELO ARO INOX CROM PELE HOLOGRAFICA 06 AFIN - BRASIL,PERCURSÃO,45.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS AMARELO ARO INOX CROM PELE HOLOGRAFICA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2020,LUEN,TAMBORIM 6 ABS AZUL ARO INOX CROM PELE HOLOGRAFICA 06 AFIN - BRASIL,PERCURSÃO,45.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS AZUL ARO INOX CROM PELE HOLOGRAFICA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2021,LUEN,TAMBORIM 6 ABS PRETO ARO INOX CROM PELE HOLOGRAFICA PRATA 06 AFIN - BRASIL,PERCURSÃO,45.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS PRETO ARO INOX CROM PELE HOLOGRAFICA PRATA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2022,LUEN,TAMBORIM 6 ABS VERDE ARO INOX CROM PELE HOLOGRAFICA 06 AFIN - BRASIL,PERCURSÃO,45.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS VERDE ARO INOX CROM PELE HOLOGRAFICA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2023,LUEN,TAMBORIM 6 ABS VERMELHO ARO INOX CROM PELE HOLOGRAFICA 06 AFIN - BRASIL,PERCURSÃO,45.0,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: TAMBORIM 6 ABS VERMELHO ARO INOX CROM PELE HOLOGRAFICA 06 AFIN   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
2024,LUEN,PELE DP SILENT HEAD 13 MALHA DUPLA - DUDU PORTES,PERCURSÃO,45.18,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP SILENT HEAD 13 MALHA DUPLA   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2025,LUEN,PELE LDH ONE CLEAR DOUBLE DOT 6 FILME SIMPLES - LDH DRUMHEADS,PERCURSÃO,45.41,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE LDH ONE CLEAR DOUBLE DOT 6 FILME SIMPLES   LDH DRUMHEADS | DESCRICAO: PERCURSÃO,OUTROS
2026,LUEN,PELE DP VINTAGE JAZZ 6 FILME SIMPLES - DUDU PORTES,PERCURSÃO,45.42,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP VINTAGE JAZZ 6 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2027,LUEN,PELE DP POWER DOT 06 FILME SIMPLES - DUDU PORTES,PERCURSÃO,45.57,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP POWER DOT 06 FILME SIMPLES   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2028,LUEN,PELE DP DOUBLE LIGHT 10 FILME DUPLO - DUDU PORTES,PERCURSÃO,45.85,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE LIGHT 10 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2029,LUEN,PELE DP DOUBLE CLEAR 8 FILME DUPLO - DUDU PORTES,PERCURSÃO,45.91,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE DP DOUBLE CLEAR 8 FILME DUPLO   DUDU PORTES | DESCRICAO: PERCURSÃO,OUTROS
2030,LUEN,PELE KORINO 20  PRETA - BRASIL,PERCURSÃO,46.35,CATEGORIA: OUTROS | MARCA: LUEN | MODELO: PELE KORINO 20  PRETA   BRASIL | DESCRICAO: PERCURSÃO,OUTROS
