,Marca,Modelo,Descrição,Valor
2997,LUEN,MALACAXETA 20X12 ALUMISTEEL NATURAL ARO BOLA CROM PELE LEITOSA 08 AFIN - BATUKA,PERCURSÃO,227.87
2998,LUEN,PELE DP HYDRAGLIDE CLEAR 24 FILME DUPLO MR - DUDU PORTES,PERCURSÃO,228.26
2999,LUEN,PANDEIRO 12 FORMICA AZUL ARO PLAT INOX PELE HOLOG BANDEIRA 08 AFIN DPLA - SOB ENCOMENDA,PERCURSÃO,229.0
3000,LUEN,PANDEIRO 12 FORMICA AZUL ARO PLAT PELE HOLOG AZUL 07 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,229.0
3001,LUEN,PANDEIRO 12 FORMICA PRETO ARO PLAT PELE HOLOG PRATA 07 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,229.0
3002,LUEN,PANDEIRO 12 FORMICA VERMELHO ARO PLAT PELE HOLOG VERMELHA 07 AFIN DUPLA - SOB ENCOMENDA,PERCURSÃO,229.0
3003,LUEN,PELE DP HYDRAGLIDE COATED 22 FILME DUPLO MR - DUDU PORTES,PERCURSÃO,229.91
3004,LUEN,PANDEIRO 10 FORMICA AMARELO ARO PLAT INOX PELE MASTER NYLON 06 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,230.0
3005,LUEN,PANDEIRO 10 FORMICA AZUL ARO PLAT INOX PELE MASTER NYLON 06 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,230.0
3006,LUEN,PANDEIRO 10 FORMICA BRANCO ARO PLAT INOX PELE MASTER NYLON 06 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,230.0
3007,LUEN,PANDEIRO 10 FORMICA PRETO ARO PLAT INOX PELE MASTER NYLON 06 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,230.0
3008,LUEN,PANDEIRO 10 FORMICA VERMELHO ARO PLAT INOX PELE MASTER NYLON 06 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,230.0
3009,LUEN,"PELE CONGA ANIMAL 9,75 COURO - BRASIL",PERCURSÃO,230.95
3010,LUEN,"PELE FIBER CONTROL CONGA 9,75 FILME DUPLO - BRASIL",PERCURSÃO,230.95
3011,LUEN,PELE LDH DUO CUSTOM PLAY 22 FILME DUPLO BRANCO - LDH DRUMHEADS,PERCURSÃO,231.82
3012,LUEN,SUPORTE UNIVERSAL CONGA 11 PRETO - BRASIL,PERCURSÃO,232.0
3013,LUEN,MALACAXETA 20X12 ALUM NATURAL ARO BOLA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,232.09
3014,LUEN,REPIQUE DE MAO 30X11 COLORSTEEL PINT ELETRO AMARELO FERR CROM PELE T.GOLD 06 AFIN - COLORSTEEL,PERCURSÃO,232.49
3015,LUEN,REPIQUE DE MAO 30X11 COLORSTEEL PINT ELETRO AZUL FERR CROM PELE T.GOLD 06 AFIN - COLORSTEEL,PERCURSÃO,232.49
3016,LUEN,REPIQUE DE MAO 30X11 COLORSTEEL PINT ELETRO BRANCO FERR CROM PELE T.GOLD 06 AFIN - COLORSTEEL,PERCURSÃO,232.49
3017,LUEN,REPIQUE DE MAO 30X11 COLORSTEEL PINT ELETRO PRETO FOSCO FERR CROM PELE T.GOLD 06 AFIN - COLORSTEEL,PERCURSÃO,232.49
3018,LUEN,REPIQUE DE MAO 30X11 COLORSTEEL PINT ELETRO VERMELHO FERR CROM PELE T.GOLD 06 AFIN - COLORSTEEL,PERCURSÃO,232.49
3019,LUEN,ZABUMBA 15X18 ALUMISTEEL PINT ELETRO AMARELO ARO CHAPA PRETO PELE LEITOSA 08 AFIN - COLORSTEEL,PERCURSÃO,232.8
3020,LUEN,ZABUMBA 15X18 ALUMISTEEL PINT ELETRO AZUL ARO CHAPA PRETO PELE LEITOSA 08 AFIN - COLORSTEEL,PERCURSÃO,232.8
3021,LUEN,ZABUMBA 15X18 ALUMISTEEL PINT ELETRO BRANCA ARO CHAPA PRETO PELE LEITOSA 08 AFIN - COLORSTEEL,PERCURSÃO,232.8
3022,LUEN,ZABUMBA 15X18 ALUMISTEEL PINT ELETRO PRATA ARO CHAPA PRETO PELE LEITOSA 08 AFIN - COLORSTEEL,PERCURSÃO,232.8
3023,LUEN,ZABUMBA 15X18 ALUMISTEEL PINT ELETRO PRETO ARO CHAPA PRETO PELE LEITOSA 08 AFIN - COLORSTEEL,PERCURSÃO,232.8
3024,LUEN,ZABUMBA 15X18 ALUMISTEEL PINT ELETRO VERMELHO ARO CHAPA PRETO PELE LEITOSA 08 AFIN - COLORSTEEL,PERCURSÃO,232.8
3025,LUEN,TIMBA 70X14 FOLHEADO VERNIZ FERR POP PRETO ARO ARGOLA PELE LEITOSA 06 AFIN - BATUKA,PERCURSÃO,233.3
3026,LUEN,ZABUMBA 20X20 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,233.44
3027,LUEN,REPINIQUE 30X12 ALUM NAT ARO BOLA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,233.64
3028,LUEN,ZABUMBA 15X18 INOX ESCOVADO NATURAL ARO CHAPA PRETO PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,233.64
3029,LUEN,PELE CONGA ANIMAL 10½ COURO - BRASIL,PERCURSÃO,233.85
3030,LUEN,PELE FIBER CONTROL CONGA 10¹/² FILME DUPLO - BRASIL,PERCURSÃO,233.85
3031,LUEN,PANDEIRO 10 FORMICA IMBUIA ARO E PLAT INOX PELE ANIMAL 06 AFIN SPLES - BRASIL,PERCURSÃO,233.93
3032,LUEN,PELE LDH RESONANT 20 FILME SIMPLES PRETO COM FURO BD - LDH DRUMHEADS,PERCURSÃO,234.0
3033,LUEN,SUPORTE 12 INDIVIDUAL UNIVERSAL PRETO PARA CONGA ( 14 CM ),PERCURSÃO,234.76
3034,LUEN,SUPORTE UNIVERSAL CONGA 10 PRETO - BRASIL,PERCURSÃO,235.12
3035,LUEN,REPINIQUE 30X12 INOX POLIDO ARO BOLA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,235.16
3036,LUEN,SURDO 45X14 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,235.43
3037,LUEN,GANZA SIMPLES 10 CM ALUM PINT ELETRO SORTIDO - COLORSTEEL,PERCURSÃO,235.89
3038,LUEN,ZABUMBA 15X20 INOX ESCOVADO NATURAL ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,236.54
3039,LUEN,PELE LDH RESONANT 22 FILME SIMPLES PRETO BD - LDH DRUMHEADS,PERCURSÃO,236.64
3040,LUEN,CUICA 25X08 ALUM NATURAL ARO BOLA CROM PELE ANIMAL 06 AFIN - BRASIL,PERCURSÃO,236.7
3041,LUEN,ZABUMBA 20X22 FOLHEADO VERNIZ ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,236.89
3042,LUEN,PELE CONGA ANIMAL 11 COURO - BRASIL,PERCURSÃO,237.77
3043,LUEN,PELE FIBER CONTROL CONGA 11 FILME DUPLO - BRASIL,PERCURSÃO,237.77
3044,LUEN,TANTAN 70X14 FOLHEADO VERNIZ FERR CLASS CROMADA PELE KORINO 06 AFIN - LINHA BRASIL,PERCURSÃO,237.87
3045,LUEN,PELE DP FRONTAL 24 FILME SIMPLES BD MR PRETA - DUDU PORTES,PERCURSÃO,238.04
3046,LUEN,KT DP FUSION 10 12 14 DOUBLE COATED 14 COATED - DUDU PORTES,PERCURSÃO,238.94
3047,LUEN,PANDEIRO 11 FORMICA PRETO ARO PLAT INOX PELE PRETA 07 AFIN DPLA - BRASIL,PERCURSÃO,239.0
3048,LUEN,PANDEIRO 11 FORMICA AZUL ARO PLAT INOX PELE ANIMAL 07 AFIN DPLA - SOB ENCOMENDA,PERCURSÃO,239.29
3049,LUEN,PANDEIRO 11 FORMICA BRANCO ARO PLAT INOX PELE ANIMAL 07 AFIN DPLA - SOB ENCOMENDA,PERCURSÃO,239.29
3050,LUEN,PANDEIRO 11 FORMICA PRETO ARO PLAT INOX PELE ANIMAL 07 AFIN DPLA - BRASIL,PERCURSÃO,239.29
3051,LUEN,PANDEIRO 11 FORMICA VERMELHO ARO PLAT INOX PELE ANIMAL 07 AFIN DPLA - BRASIL,PERCURSÃO,239.29
3052,LUEN,BOMBO 30X18 ALUMISTEEL NATURAL ARO CHAPA PRETO PELE LEITOSA 8 AFIN - BATUKA,PERCURSÃO,240.51
3053,LUEN,SURDO 45X18 ALUMISTEEL ARO CHAPA PRETO PELE LEITOSA 08 AFIN - BATUKA,PERCURSÃO,240.97
3054,LUEN,BOMBO 30X22 ALUMISTEEL NATURAL ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BATUKA,PERCURSÃO,241.0
3055,LUEN,ZABUMBA 15X18 ALUM NATURAL ARO CHAPA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,241.38
3056,LUEN,REBOLO CONICO 45X10 INOX ESCOVADO FERR CLASS PRETO PELE ANIMAL 06 AFIN - SOB ENCOMENDA,PERCURSÃO,241.68
3057,LUEN,SURDO 45X16 ALUMISTEEL ARO CHAPA CROM PELE LEITOSA 08 AFIN - SOB ENCOMENDA,PERCURSÃO,244.19
3058,LUEN,KIT FUSION 10 12 14 14 20 SILENT DARK BLUE - LDH DRUMHEADS,PERCURSÃO,244.22
3059,LUEN,CUICA 25X08 INOX POLIDO ARO BOLA CROM PELE ANIMAL 06 AFIN - BRASIL,PERCURSÃO,245.0
3060,LUEN,KT DP STANDART 12 13 16 DOUBLE CLEAR 14 COATED - DUDU PORTES,PERCURSÃO,246.0
3061,LUEN,PELE DP HYDRAGLIDE BLACK 24 FILME DUPLO MR - DUDU PORTES,PERCURSÃO,246.65
3062,LUEN,"PELE CONGA ANIMAL 11,75 COURO - BRASIL",PERCURSÃO,248.3
3063,LUEN,PELE ANIMAL 26 COURO - BRASIL,PERCURSÃO,248.55
3064,LUEN,BOMBO 30X18 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 8 AFIN - BRASIL,PERCURSÃO,249.46
3065,LUEN,PANDEIRO 12 FORMICA PRETO ARO PLAT INOX PELE PRETA 08 AFIN DPLA - SOB ENCOMENDA,PERCURSÃO,250.0
3066,LUEN,PELE DP HYDRAGLIDE COATED 24 FILME DUPLO MR - DUDU PORTES,PERCURSÃO,250.28
3067,LUEN,SURDO 30X14 FOLHEADO VERNIZ ARO BOLA CROM PELE LEITOSA 06 AFIN - SOB ENCOMENDA,PERCURSÃO,250.42
3068,LUEN,SURDO 30X14 ALUM NAT ARO CHAPA CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,251.68
3069,LUEN,SURDO 45X14 ALUMISTEEL ARO BOLA CROM PELE LEITOSA 06 AFIN - BATUKA,PERCURSÃO,252.08
3070,LUEN,ZABUMBA 15X22 INOX ESCOVADO NATURAL ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,252.33
3071,LUEN,VASSORINHA 315 MM NYLON SEM PUXADOR - BRASIL,PERCURSÃO,253.0
3072,LUEN,SURDO 45X14 ALUM NAT ARO CHAPA CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,255.62
3073,LUEN,ZABUMBA 20X18 FOLHEADO VERNIZ ARO CHAPA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,255.97
3074,LUEN,ZABUMBA 15X18 FOLHEADO VERNIZ ARO CHAPA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,256.85
3075,LUEN,PELE CONGA ANIMAL 11½ COURO - BRASIL,PERCURSÃO,259.4
3076,LUEN,PELE FIBER CONTROL CONGA 11¹/² FILME DUPLO - BRASIL,PERCURSÃO,259.4
3077,LUEN,MALACAXETA 20X12 INOX ESCOVADO ARO BOLA CROM PELE MASTER SPARKLE DDS 08 AFIN - SOB ENCOMENDA,PERCURSÃO,259.43
3078,LUEN,KIT MUTE COLOR FUSION 20 DARK RED 10 12 2X14 E 20,PERCURSÃO,259.58
3079,LUEN,ZABUMBA 20X22 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,261.24
3080,LUEN,TIMBA 70X14 FOLHEADO VERNIZ FERR POP PRETO PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,261.78
3081,LUEN,BOMBO 30X20 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,264.77
3082,LUEN,BOMBO 30X16 ALUMISTEEL NATURAL ARO BOLA CROM PELE LEITOSA 8 AFIN - BATUKA,PERCURSÃO,265.19
3083,LUEN,PELE DP SPECIAL RECORDING 22 FILME DUPLO - DUDU PORTES,PERCURSÃO,265.39
3084,LUEN,SURDO 30X14 INOX POLIDO ARO BOLA CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,267.32
3085,LUEN,ZABUMBA 20X18 ALUM NATURAL ARO CHAPA CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,267.49
3086,LUEN,ZABUMBA 20X18 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,268.33
3087,LUEN,ZABUMBA 15X20 ALUM NATURAL ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,268.57
3088,LUEN,BACURINHA/REPINIQUE VAZADO 15X08 INOX ESCOVADO ARO BOLA CROM PELE CLEAR COM DDS 06 AFIN - GUETTO,PERCURSÃO,268.63
3089,LUEN,TANTAN 70X14 ALUM NATURAL FERR CLASS CROMADA PELE KORINO 06 AFIN - COLORSTEEL,PERCURSÃO,269.29
3090,LUEN,SURDO 60X14 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,270.32
3091,LUEN,KIT LDH FUSION 10 12 14 ONE THIN 14 ONE CUSTOM CT SNARE AZUL - LDH DRUMHEADS,PERCURSÃO,270.92
3092,LUEN,KIT LDH FUSION 10 12 14 ONE THIN 14 ONE CUSTOM CT SNARE BRANCO - LDH DRUMHEADS,PERCURSÃO,270.92
3093,LUEN,KIT LDH FUSION 10 12 14 ONE THIN 14 ONE CUSTOM CT SNARE PRETO - LDH DRUMHEADS,PERCURSÃO,270.92
3094,LUEN,KIT LDH FUSION 10 12 14 ONE THIN 14 ONE CUSTOM CT SNARE VERMELHO - LDH DRUMHEADS,PERCURSÃO,270.92
3095,LUEN,SURDO 30X14 ALUM NAT ARO BOLA CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,271.18
3096,LUEN,KIT FUSION 10 12 14 HYDRAGLIDE CLEAR 14 COATED DRY SNARE - DUDU PORTES,PERCURSÃO,272.8
3097,LUEN,SURDO 45X14 ALUM NAT ARO BOLA CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,273.04
3098,LUEN,PANDEIRO 12 FORMICA AZUL ARO PLAT INOX PELE ANIMAL 08 AFIN DPLA - SOB ENCOMENDA,PERCURSÃO,275.0
3099,LUEN,PANDEIRO 12 FORMICA BRANCO ARO PLAT INOX PELE ANIMAL 08 AFIN DPLA - BRASIL,PERCURSÃO,275.0
3100,LUEN,PANDEIRO 12 FORMICA PRETO ARO PLAT INOX PELE ANIMAL 08 AFIN DPLA - BRASIL,PERCURSÃO,275.0
3101,LUEN,PANDEIRO 12 FORMICA VERMELHO ARO PLAT INOX PELE ANIMAL 08 AFIN DPLA - SOB ENCOMENDA,PERCURSÃO,275.0
3102,LUEN,CARRIER CAIXA SURDO QUADRITON ALUM PINT ELETRO PRATA - MARCIAL,PERCURSÃO,275.07
3103,LUEN,TIMBA 70X13 ALUM NATURAL FERR CLASS CROM PELE LEITOSA 06 AFIN - SOB ENCOMENDA,PERCURSÃO,275.57
3104,LUEN,JOGO TRI PE COMPLETO SURDO CROMADO COM CANECAS - BRASIL,PERCURSÃO,275.93
3105,LUEN,SUPORTE UNIVERSAL TIMBAL 14 COM CORDA PRETO - BRASIL,PERCURSÃO,276.94
3106,LUEN,CUICA 25X10 COLORSTEEL PINT ELETRO AMARELO ARO BOLA CROM PELE ANIMAL 08 AFIN - SOB ENCOMENDA,PERCURSÃO,277.0
3107,LUEN,CUICA 25X10 COLORSTEEL PINT ELETRO AZUL ARO BOLA CROM PELE ANIMAL 08 AFIN - SOB ENCOMENDA,PERCURSÃO,277.0
3108,LUEN,CUICA 25X10 COLORSTEEL PINT ELETRO BRANCO COM GLITER ARO BOLA CROM PELE ANIMAL 08 AFIN - SOB ENCOMEN,PERCURSÃO,277.0
3109,LUEN,CUICA 25X10 COLORSTEEL PINT ELETRO PRETO FOSCO ARO BOLA CROM PELE ANIMAL 08 AFIN - SOB ENCOMENDA,PERCURSÃO,277.0
3110,LUEN,CUICA 25X10 COLORSTEEL PINT ELETRO VERMELHO ARO BOLA CROM PELE ANIMAL 08 AFIN - SOB ENCOMENDA,PERCURSÃO,277.0
3111,LUEN,BOMBO 30X16 ALUM NATURAL INCOLOR ARO BOLA CROM PELE LEITOSA 8 AFIN - SOB ENCOMENDA,PERCURSÃO,277.49
3112,LUEN,TIMBA 70X14 FOLHEADO VERNIZ FERR CLASS CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,278.03
3113,LUEN,SURDO 60X16 FOLHEADO VERNIZ ARO CHAPA PRETO PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,278.08
3114,LUEN,PANDEIRO 11 FORMICA IMBUIA ARO INOX PLAT LATAO PELE ANIMAL 07 AFIN SPLES - SOB ENCOMENDA,PERCURSÃO,279.0
3115,LUEN,SURDO 60X14 ALUMISTEEL 6 AFIN ARO BOLA CROMADO PELE LEITOSA BATUKA,PERCURSÃO,279.42
3116,LUEN,KIT LDH FUSION 10 12 14 DUO CL 14 ONE CUSTOM CT SNARE AZUL - LDH DRUMHEADS,PERCURSÃO,279.49
3117,LUEN,KIT LDH FUSION 10 12 14 DUO CL 14 ONE CUSTOM CT SNARE PRETO - LDH DRUMHEADS,PERCURSÃO,279.49
3118,LUEN,KIT LDH FUSION 10 12 14 DUO CL 14 ONE CUSTOM CT SNARE VERMELHO - LDH DRUMHEADS,PERCURSÃO,279.49
3119,LUEN,PANDEIRO 10 FORMICA IMBUIA ARO INOX PLAT LATAO PELE MASTER CONTROL 06 AFIN SPLES - GUETTO,PERCURSÃO,279.59
3120,LUEN,MALACAXETA 20X12 COLORSTEEL PINT ELETRO AMARELO ARO BOLA CROM PELE MASTER SPARKLE DDS 08 AFIN - SOB ,PERCURSÃO,280.02
3121,LUEN,MALACAXETA 20X12 COLORSTEEL PINT ELETRO AZUL ARO BOLA CROM PELE MASTER SPARKLE DDS 08 AFIN - SOB ENC,PERCURSÃO,280.02
3122,LUEN,MALACAXETA 20X12 COLORSTEEL PINT ELETRO BRANCO ARO BOLA CROM PELE MASTER SPARKLE DDS 08 AFIN - SOB E,PERCURSÃO,280.02
3123,LUEN,MALACAXETA 20X12 COLORSTEEL PINT ELETRO BRANCO ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB ENCOM,PERCURSÃO,280.17
3124,LUEN,ZABUMBA 20X20 ALUM NATURAL ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,280.27
3125,LUEN,SURDO 45X14 FOLHEADO VERNIZ ARO CHAPA PRETO PELE LEITOSA 06 AFIN - SOB ENCOMENDA,PERCURSÃO,280.76
3126,LUEN,ZABUMBA 15X22 ALUM NATURAL ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,281.0
3127,LUEN,PELE LDH RESONANT 22 FILME SIMPLES PRETO COM FURO BD - LDH DRUMHEADS,PERCURSÃO,283.96
3128,LUEN,PELE CONGA ANIMAL 12½ COURO - BRASIL,PERCURSÃO,285.39
3129,LUEN,PELE FIBER CONTROL CONGA 12¹/² FILME DUPLO - BRASIL,PERCURSÃO,285.39
3130,LUEN,BOMBO 30X22 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,286.77
3131,LUEN,ZABUMBA 20X20 FOLHEADO VERNIZ ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,288.31
3132,LUEN,PELE ANIMAL 90CM COURO SEM ARO - BRASIL,PERCURSÃO,290.41
3133,LUEN,CARRIER BOMBO ALUM PINT ELETRO PRATA - MARCIAL,PERCURSÃO,290.53
3134,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO AMARELO ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB ENCOM,PERCURSÃO,292.36
3135,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO AZUL ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB ENCOMEND,PERCURSÃO,292.36
3136,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO BRANCO ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB ENCOME,PERCURSÃO,292.36
3137,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO BRANCO GLITER ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB,PERCURSÃO,292.36
3138,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO LARANJA FLUORESCENTE ARO BOLA CROM PELE MASTER SPARKLE 08 AFI,PERCURSÃO,292.36
3139,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO PRETO FOSCO ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB E,PERCURSÃO,292.36
3140,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO PRETO GLITER ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB ,PERCURSÃO,292.36
3141,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO ROSA CHICLETE ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB,PERCURSÃO,292.36
3142,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO VERDE LIMA ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB EN,PERCURSÃO,292.36
3143,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO VERMELHO ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB ENCO,PERCURSÃO,292.36
3144,LUEN,REPINIQUE 30X12 COLORSTEEL PINT ELETRO VERMELHOE ARO BOLA CROM PELE MASTER SPARKLE 08 AFIN - SOB ENC,PERCURSÃO,292.36
3145,LUEN,KIT STANDART 12 13 14 16 22 SILENT DARK BLUE - LDH DRUMHEADS,PERCURSÃO,293.15
3146,LUEN,SURDO 45X14 INOX POLIDO ARO BOLA CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,294.32
3147,LUEN,KIT STANDART 12 13 14 16 22 SILENT DARK RED - LDH DRUMHEADS,PERCURSÃO,294.57
3148,LUEN,BOMBO 30X16 FOLHEADO NATURAL VERNIZ INCOLOR ARO BOLA CROM PELE LEITOSA 8 AFIN - SOB ENCOMENDA,PERCURSÃO,294.58
3149,LUEN,BACURINHA/REPINIQUE VAZADO 30X08 INOX ESCOVADO ARO BOLA CROM PELE CLEAR COM DDS 06 AFIN - GUETTO,PERCURSÃO,294.84
3150,LUEN,SURDO 60X16 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,295.6
3151,LUEN,SURDO 60X14 ALUM NAT ARO CHAPA CROM PELE LEITOSA 06 AFIN - BRASIL,PERCURSÃO,296.07
3152,LUEN,CUICA 25X10 INOX POLIDO ARO BOLA CROM PELE ANIMAL 08 AFIN - BRASIL,PERCURSÃO,296.09
3153,LUEN,ZABUMBA 15X20 FOLHEADO VERNIZ ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,296.31
3154,LUEN,TANTAN 70X14 INOX ESCOVADO NAT FERR POP PRETO PELE KORINO 06 AFIN - COLORSTEEL,PERCURSÃO,297.11
3155,LUEN,PELE DP SPECIAL RECORDING 24 FILME DUPLO - DUDU PORTES,PERCURSÃO,297.23
3156,LUEN,KIT STANDART 12 13 16 HYDRAGLIDE CLEAR 14 COATED DRY SNARE - DUDU PORTES,PERCURSÃO,297.73
3157,LUEN,REPINIQUE 30X12 INOX ESCOVADO NAT ARO BOLA CROM PELE MASTER SPARKLE DDS 08 AFIN - GUETTO,PERCURSÃO,297.79
3158,LUEN,PANDEIRO 10 FORMICA IMBUIA ARO INOX PLAT LATAO PELE ANIMAL 06 AFIN SPLES - GUETTO,PERCURSÃO,298.17
3159,LUEN,KIT LDH STANDAT 12 13 14 16 ONE THIN 14 ONE CUSTOM CT SNARE AZUL - LDH DRUMHEADS,PERCURSÃO,298.63
3160,LUEN,KIT LDH STANDAT 12 13 14 16 ONE THIN 14 ONE CUSTOM CT SNARE BRANCO - LDH DRUMHEADS,PERCURSÃO,298.63
3161,LUEN,KIT LDH STANDAT 12 13 14 16 ONE THIN 14 ONE CUSTOM CT SNARE PRETO - LDH DRUMHEADS,PERCURSÃO,298.63
3162,LUEN,KIT LDH STANDAT 12 13 14 16 ONE THIN 14 ONE CUSTOM CT SNARE VERMELHO - LDH DRUMHEADS,PERCURSÃO,298.63
3163,LUEN,MALACAXETA 20X12 INOX ESCOVADO ARO BOLA CROM PELE LEITOSA 08 AFIN - GUETTO,PERCURSÃO,299.0
3164,LUEN,ZABUMBA 20X22 FOLHEADO VERNIZ ARO CHAPA CROM PELE LEITOSA 10 AFIN - BRASIL,PERCURSÃO,301.75
3165,LUEN,REPIQUE DE MAO 30X11 INOX ESCOVADO FERR CLASS CROM PELE T.GOLD 06 AFIN - BRASIL,PERCURSÃO,302.08
3166,LUEN,BOMBO 30X18 ALUMISTEEL NATURAL ARO BOLA CROM PELE LEITOSA 8 AFIN - BATUKA,PERCURSÃO,302.51
3167,LUEN,TIMBA 90X14 FOLHEADO VERNIZ FERR CLASS CROM PELE LEITOSA 08 AFIN - BRASIL,PERCURSÃO,303.34
3168,LUEN,KIT LDH FUSION 10 12 14 DUO WH CT 14 ONE CUSTOM CT SNARE AZUL - LDH DRUMHEADS,PERCURSÃO,304.55
3169,LUEN,KIT LDH FUSION 10 12 14 DUO WH CT 14 ONE CUSTOM CT SNARE PRETO - LDH DRUMHEADS,PERCURSÃO,304.55
3170,LUEN,KIT LDH FUSION 10 12 14 DUO WH CT 14 ONE CUSTOM CT SNARE VERMELHO - LDH DRUMHEADS,PERCURSÃO,304.55
3171,LUEN,KIT LDH STANDAT 12 13 16 DUO CL 14 ONE CUSTOM CT SNARE AZUL - LDH DRUMHEADS,PERCURSÃO,304.92
3172,LUEN,KIT LDH STANDAT 12 13 16 DUO CL 14 ONE CUSTOM CT SNARE PRETO - LDH DRUMHEADS,PERCURSÃO,304.92
3173,LUEN,KIT LDH STANDAT 12 13 16 DUO CL 14 ONE CUSTOM CT SNARE VERMELHO - LDH DRUMHEADS,PERCURSÃO,304.92
3174,LUEN,SURDO 45X16 ALUMISTEEL ARO BOLA CROM PELE LEITOSA 08 AFIN - BATUKA,PERCURSÃO,305.4
3175,LUEN,SURDO 45X18 INOX ESCOVADO ARO CHAPA PRETO PELE LEITOSA 08 AFIN - SOB ENCOMENDA,PERCURSÃO,306.0
3176,LUEN,PANDEIRO 10 FORMICA MARMORE CARRARA ARO BRANCO PLAT REG LAT PELE  MANDALA SPL 06 AFIN SPLES - MULHER,PERCURSÃO,309.0
3177,LUEN,PANDEIRO 10 FORMICA MARMORE CARRARA MULHERES AFIN SPLES PLAT LAT COM REG FERR BRANCA PELE T GOLD BRA,PERCURSÃO,309.0
